call_id,domain,raw_domain,gender,accent,duration_seconds,processed_duration_seconds,overall_audio_sentiment,dominant_emotion,negative_emotion_probability,anger_probability,stress_probability,sadness_probability,anxiety_probability,calm_probability,audio_escalation_score,risk_level,prediction_confidence,confidence_level,uncertain_prediction,model_version,result_json
APPTEK_HEALTHCARE_0001,healthcare,health,male,en-IE,465.36,60.0,Positive,happy,0.017256467835977674,0.005079594906419516,0.00612692916765809,0.0009981703478842974,0.007697930559515953,0.0026702568866312504,0.2709331259960254,Low,0.9800732731819153,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0001_sentiment.json
APPTEK_HEALTHCARE_0002,healthcare,health,male,en-IE,465.36,60.0,Positive,happy,0.22001085616648197,0.011415865272283554,0.024397971481084822,0.019681157544255257,0.04387113079428673,0.006961760111153126,0.2332729468332339,Low,0.7730274796485901,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0002_sentiment.json
APPTEK_HEALTHCARE_0003,healthcare,health,male,en-IE,813.83,60.0,Positive,happy,0.07780499663203955,0.006650863215327263,0.017007273808121684,0.00931453239172697,0.03254188969731331,0.006559266243129969,0.211728478691172,Low,0.9156356453895569,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0003_sentiment.json
APPTEK_HEALTHCARE_0004,healthcare,health,male,en-IE,813.83,60.0,Negative,disgust,0.6400391794741154,0.018899090588092804,0.029019744694232942,0.03693552687764168,0.044200725853443146,0.007826056331396103,0.2845120436380967,Low,0.5400038361549377,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0004_sentiment.json
APPTEK_HEALTHCARE_0005,healthcare,health,female,en-IE,525.21,60.0,Positive,happy,0.01811790862120688,0.004447288811206818,0.005491758510470391,0.0013545097317546606,0.007058463059365749,0.003429446602240205,0.2556899216215728,Low,0.9784526228904724,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0005_sentiment.json
APPTEK_HEALTHCARE_0006,healthcare,health,female,en-IE,525.209,60.0,Negative,disgust,0.9682377828285098,0.009525958448648453,0.010612171515822411,0.024405015632510185,0.012241491116583347,0.003551618428900838,0.36327298321398604,Medium,0.9220653176307678,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0006_sentiment.json
APPTEK_HEALTHCARE_0007,healthcare,health,female,en-IE,902.636,60.0,Positive,happy,0.018470027251169086,0.0034722182899713516,0.0055062491446733475,0.001586591126397252,0.008557295426726341,0.0036282502114772797,0.29503310484082856,Low,0.9779016971588135,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0007_sentiment.json
APPTEK_HEALTHCARE_0008,healthcare,health,female,en-IE,902.636,60.0,Positive,happy,0.021415667375549674,0.0031542463693767786,0.006022802507504821,0.0037710489705204964,0.010325636714696884,0.019929856061935425,0.20395356295375677,Low,0.9586544632911682,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0008_sentiment.json
APPTEK_TELECOMMUNICATIONS_0001,telecommunications,telecom,male,en-IE,511.616,60.0,Positive,happy,0.01725884946063161,0.005412677302956581,0.0061362374573946,0.0009884084574878216,0.007221577689051628,0.002720668911933899,0.25218729874084905,Low,0.9800205230712891,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0001_sentiment.json
APPTEK_TELECOMMUNICATIONS_0002,telecommunications,telecom,male,en-IE,511.616,60.0,Positive,happy,0.22097960393875837,0.011372423730790615,0.020174475945532323,0.01364918053150177,0.03337755426764488,0.005165456794202328,0.23223005376842898,Low,0.7738549113273621,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0002_sentiment.json
APPTEK_TELECOMMUNICATIONS_0003,telecommunications,telecom,male,en-IE,678.296,60.0,Negative,disgust,0.9851687923073769,0.00814855471253395,0.008778754621744156,0.02615034580230713,0.009724054485559464,0.0032146722078323364,0.3051993721994707,Medium,0.9411458373069763,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0003_sentiment.json
APPTEK_TELECOMMUNICATIONS_0004,telecommunications,telecom,male,en-IE,678.295,60.0,Negative,disgust,0.986466271802783,0.00855521485209465,0.01139296293258667,0.0319426991045475,0.0156495850533247,0.0024582676123827696,0.4238557424876005,Medium,0.9303187727928162,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0004_sentiment.json
APPTEK_BANKING_0011,banking,banking,female,en-CN,367.998,60.0,Positive,happy,0.016205259249545634,0.0029690798837691545,0.005041766120120883,0.001812784350477159,0.008150795474648476,0.007224473170936108,0.1883534155316435,Low,0.976570188999176,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0011_sentiment.json
APPTEK_BANKING_0012,banking,banking,female,en-CN,367.999,60.0,Positive,happy,0.040522218216210604,0.0036965804174542427,0.010344808362424372,0.006665871012955904,0.02031715027987957,0.01108420081436634,0.22177599883746854,Low,0.9483935236930847,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0012_sentiment.json
APPTEK_BANKING_0013,banking,banking,female,en-CN,568.484,60.0,Positive,happy,0.01861916994675994,0.003085860051214695,0.005352427624166012,0.0028034523129463196,0.008752278983592987,0.013717353343963623,0.27032899209381867,Low,0.9676634669303894,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0013_sentiment.json
APPTEK_BANKING_0014,banking,banking,male,en-CN,568.483,60.0,Positive,happy,0.015819230466149747,0.003903632052242756,0.005131137184798717,0.0015648658154532313,0.00697239488363266,0.006651424802839756,0.23509250714713442,Low,0.9775292873382568,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0014_sentiment.json
APPTEK_BANKING_0015,banking,banking,male,en-CN,437.387,60.0,Negative,disgust,0.9152259277179837,0.013028138317167759,0.015188290737569332,0.030640598386526108,0.018428519368171692,0.005266208667308092,0.2910970223047237,Low,0.8531286716461182,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0015_sentiment.json
APPTEK_BANKING_0016,banking,banking,male,en-CN,437.387,60.0,Neutral,neutral,0.02101263264194131,0.004697318654507399,0.0035787826403975488,0.01085894089192152,0.0019009786192327738,0.9732732176780701,0.15089022715377118,Low,0.9732732176780701,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0016_sentiment.json
APPTEK_BANKING_0017,banking,banking,male,en-CN,393.071,60.0,Positive,happy,0.07058827998116612,0.00759159866720438,0.015667976252734663,0.0054239085875451565,0.027782542631030083,0.0031471899710595608,0.21841733595368473,Low,0.9262645244598389,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0017_sentiment.json
APPTEK_BANKING_0018,banking,banking,female,en-CN,393.071,60.0,Positive,happy,0.02274615690112114,0.003382389433681965,0.006166513822972774,0.0026808828115463257,0.010342700406908989,0.006006980314850807,0.27447014292609917,Low,0.9712468981742859,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0018_sentiment.json
APPTEK_BANKING_0019,banking,banking,female,en-CN,518.679,60.0,Positive,happy,0.015316401841118932,0.0036847605369985104,0.0050851783715188505,0.0013209742028266191,0.00718580512329936,0.0049356757663190365,0.21944257683680918,Low,0.9797479510307312,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0019_sentiment.json
APPTEK_BANKING_0020,banking,banking,female,en-CN,518.679,60.0,Positive,happy,0.02107325743418187,0.0034130243584513664,0.006132062338292599,0.0018126185750588775,0.010210619308054447,0.0033557231072336435,0.24593310300538482,Low,0.9755709767341614,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0020_sentiment.json
APPTEK_BANKING_0021,banking,banking,female,en-CN,776.732,60.0,Positive,happy,0.016044253366999328,0.0033018270041793585,0.005073415348306298,0.001807113760150969,0.007730797864496708,0.008029123768210411,0.23583981752246472,Low,0.9759265780448914,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0021_sentiment.json
APPTEK_BANKING_0022,banking,banking,male,en-CN,776.775,60.0,Positive,happy,0.0210922344122082,0.004578412044793367,0.005825321655720472,0.0018101667519658804,0.00769568607211113,0.004102484788745642,0.19250631094819254,Low,0.9748052954673767,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0022_sentiment.json
APPTEK_HEALTHCARE_0009,healthcare,health,female,en-CN,399.483,60.0,Positive,happy,0.022394261322915554,0.002476415131241083,0.006454674806445837,0.0032389783300459385,0.012422064319252968,0.009811189025640488,0.2765881633818329,Low,0.9677945375442505,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0009_sentiment.json
APPTEK_HEALTHCARE_0010,healthcare,health,female,en-CN,399.483,60.0,Negative,disgust,0.7929286295548081,0.012989060021936893,0.034056398831307885,0.09520549327135086,0.06565740704536438,0.013839954510331154,0.3590743509748366,Medium,0.619076669216156,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0010_sentiment.json
APPTEK_HEALTHCARE_0011,healthcare,health,female,en-CN,453.417,60.0,Positive,happy,0.01826993504073471,0.002784324111416936,0.005599380237981677,0.0019486587261781096,0.009821964427828789,0.005515831522643566,0.26797036302619137,Low,0.9762142300605774,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0011_sentiment.json
APPTEK_HEALTHCARE_0012,healthcare,health,female,en-CN,453.418,60.0,Positive,happy,0.10340295825153589,0.004477746784687042,0.020474258065223693,0.041353821754455566,0.04446902498602867,0.13746611773967743,0.21717480543617662,Low,0.7591308951377869,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0012_sentiment.json
APPTEK_HEALTHCARE_0013,healthcare,health,male,en-CN,519.861,60.0,Positive,happy,0.029069522861391306,0.0034638538490980864,0.00919494372792542,0.0020264533814042807,0.01779157854616642,0.0024356928188353777,0.1819387495229906,Low,0.9684947729110718,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0013_sentiment.json
APPTEK_HEALTHCARE_0014,healthcare,health,female,en-CN,519.861,60.0,Positive,happy,0.016122850123792887,0.003985478542745113,0.005269519798457623,0.0012742739636451006,0.007195581682026386,0.003907141741365194,0.23521096634776767,Low,0.9799700379371643,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0014_sentiment.json
APPTEK_HEALTHCARE_0015,healthcare,health,male,en-CN,413.979,60.0,Negative,disgust,0.572893787175417,0.020840853452682495,0.025052948296070097,0.02771468460559845,0.031371090561151505,0.007640840485692024,0.22048174228866596,Low,0.4929671585559845,Low,True,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0015_sentiment.json
APPTEK_HEALTHCARE_0016,healthcare,health,male,en-CN,413.979,60.0,Positive,happy,0.05696620943490416,0.041553348302841187,0.026786039210855962,0.0010582228424027562,0.004635075572878122,0.00366964191198349,0.27379027448550913,Low,0.9393641352653503,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0016_sentiment.json
APPTEK_HEALTHCARE_0017,healthcare,health,female,en-CN,287.798,60.0,Positive,happy,0.015680520329624414,0.00418919837102294,0.00535890581086278,0.0011530988849699497,0.0071134669706225395,0.0038450807332992554,0.23267505732240654,Low,0.9804744720458984,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0017_sentiment.json
APPTEK_HEALTHCARE_0018,healthcare,health,male,en-CN,287.798,60.0,Positive,happy,0.016187975415959954,0.004594787023961544,0.005389078147709369,0.0011917874217033386,0.006580514833331108,0.0037963346112519503,0.2168440063622135,Low,0.9800156950950623,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0018_sentiment.json
APPTEK_HEALTHCARE_0019,healthcare,health,female,en-CN,667.531,60.0,Positive,happy,0.016343166935257614,0.00354818906635046,0.005366235412657261,0.0013021304039284587,0.008093304932117462,0.003788111498579383,0.17700540154692135,Low,0.9798687100410461,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0019_sentiment.json
APPTEK_HEALTHCARE_0020,healthcare,health,female,en-CN,667.531,60.0,Positive,happy,0.01637079566717148,0.0031623574905097485,0.0050448023714125155,0.0021422237623482943,0.007868469692766666,0.011498198844492435,0.23743934190668975,Low,0.9721310138702393,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0020_sentiment.json
APPTEK_TELECOMMUNICATIONS_0005,telecommunications,telecom,female,en-CN,695.878,60.0,Negative,disgust,0.982901081442833,0.006258726119995117,0.019077521562576295,0.2539641559123993,0.03830571472644806,0.008231496438384056,0.362791480937376,Medium,0.6843724846839905,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0005_sentiment.json
APPTEK_TELECOMMUNICATIONS_0006,telecommunications,telecom,female,en-CN,695.878,60.0,Negative,sadness,0.9661149051971734,0.0021249582059681416,0.020236705522984268,0.9070488214492798,0.04740432649850845,0.03173018619418144,0.3577238228413383,Medium,0.9070488214492798,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0006_sentiment.json
APPTEK_TELECOMMUNICATIONS_0007,telecommunications,telecom,male,en-CN,537.648,60.0,Positive,happy,0.048969154711812735,0.006560062523931265,0.01135333562269807,0.004206238314509392,0.018543245270848274,0.003664945252239704,0.2775692546883268,Low,0.947365939617157,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0007_sentiment.json
APPTEK_TELECOMMUNICATIONS_0008,telecommunications,telecom,female,en-CN,537.648,60.0,Negative,disgust,0.8791221380233765,0.012905143201351166,0.026939408481121065,0.07590088248252869,0.04799080640077591,0.009091214276850224,0.3622311326995138,Medium,0.7423253059387207,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0008_sentiment.json
APPTEK_TELECOMMUNICATIONS_0009,telecommunications,telecom,male,en-CN,394.291,60.0,Negative,disgust,0.9160142578184605,0.01592172682285309,0.017169654369354248,0.05234972760081291,0.019041545689105988,0.010756312869489193,0.29327363596366923,Low,0.8287012577056885,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0009_sentiment.json
APPTEK_TELECOMMUNICATIONS_0010,telecommunications,telecom,male,en-CN,394.291,60.0,Positive,happy,0.021063995198346674,0.007022905629128218,0.006750163156539202,0.0013049590634182096,0.006341049447655678,0.0032117548398673534,0.28523506715574815,Low,0.9757241606712341,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0010_sentiment.json
APPTEK_BANKING_0023,banking,banking,female,en-IN,624.48,60.0,Positive,happy,0.020379983237944543,0.0024470605421811342,0.006581092951819301,0.0017325890948995948,0.01278214156627655,0.0038676252588629723,0.2998779022746809,Low,0.9757522940635681,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0023_sentiment.json
APPTEK_BANKING_0024,banking,banking,male,en-IN,624.48,60.0,Positive,happy,0.020375318359583616,0.004803643096238375,0.005809290800243616,0.0017429329454898834,0.007317762356251478,0.00436994805932045,0.2585214220990565,Low,0.9752546548843384,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0024_sentiment.json
APPTEK_BANKING_0025,banking,banking,female,en-IN,617.12,60.0,Negative,sadness,0.959790340391919,0.0037325851153582335,0.12922485065646472,0.6088654398918152,0.3174632489681244,0.023535821586847305,0.4108416929588323,Medium,0.6088654398918152,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0025_sentiment.json
APPTEK_BANKING_0026,banking,banking,male,en-IN,617.12,60.0,Positive,happy,0.024788203882053494,0.004682635888457298,0.007289459928870201,0.0015411695931106806,0.011199695989489555,0.0021856764797121286,0.21214119727860936,Low,0.9730260968208313,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0026_sentiment.json
APPTEK_BANKING_0027,banking,banking,female,en-IN,603.264,60.0,Negative,fear,0.9822030693758279,0.0023021178785711527,0.2866677926387638,0.2579914927482605,0.7132163047790527,0.011614479124546051,0.4798971636238578,Medium,0.7132163047790527,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0027_sentiment.json
APPTEK_BANKING_0028,banking,banking,male,en-IN,603.264,60.0,Positive,happy,0.016950429184362292,0.003919647075235844,0.005664104036986828,0.0011466422583907843,0.008280789479613304,0.0030126706697046757,0.2323575480955818,Low,0.9800369739532471,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0028_sentiment.json
APPTEK_BANKING_0029,banking,banking,female,en-IN,581.696,60.0,Negative,sadness,0.9791896215174347,0.0020234270486980677,0.03153119585476816,0.890950083732605,0.07579284906387329,0.018712062388658524,0.37356755302674477,Medium,0.890950083732605,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0029_sentiment.json
APPTEK_BANKING_0030,banking,banking,male,en-IN,581.696,60.0,Positive,happy,0.019368328503333032,0.003859381889924407,0.006035848567262293,0.0015067957574501634,0.00930054858326912,0.0033760538790374994,0.26939605964580854,Low,0.977255642414093,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0030_sentiment.json
APPTEK_BANKING_0031,banking,banking,female,en-IN,587.232,60.0,Negative,sadness,0.9818735378794372,0.002386608626693487,0.15033478671684863,0.5969814658164978,0.3722570538520813,0.014624095521867275,0.4200506027803082,Medium,0.5969814658164978,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0031_sentiment.json
APPTEK_BANKING_0032,banking,banking,male,en-IN,587.232,60.0,Positive,happy,0.3590940402355045,0.2353239208459854,0.14479733854532242,0.003473026445135474,0.009007465094327927,0.004218677058815956,0.40167623358214166,Medium,0.6366872787475586,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0032_sentiment.json
APPTEK_BANKING_0033,banking,banking,female,en-IN,584.512,60.0,Negative,fear,0.985136317787692,0.002536750165745616,0.25075100441463294,0.34943705797195435,0.6230723857879639,0.010446112602949142,0.45633018275367554,Medium,0.6230723857879639,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0033_sentiment.json
APPTEK_BANKING_0034,banking,banking,male,en-IN,584.512,60.0,Positive,happy,0.016929787816479802,0.005502129904925823,0.0058855459094047545,0.0010496268514543772,0.006460669916123152,0.0031851325184106827,0.22930450610427217,Low,0.9798851013183594,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_BANKING_0034_sentiment.json
APPTEK_HEALTHCARE_0021,healthcare,health,female,en-IN,422.187,60.0,Negative,fear,0.9150934116914868,0.005788435228168964,0.3091199336573482,0.06300123780965805,0.7641171813011169,0.003826844971626997,0.4646492053442974,Medium,0.7641171813011169,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0021_sentiment.json
APPTEK_HEALTHCARE_0022,healthcare,health,female,en-IN,422.208,60.0,Positive,happy,0.020571649773046374,0.006314177066087723,0.006692130304872989,0.0010627799201756716,0.00725906016305089,0.0022870288230478764,0.29196721403216847,Low,0.9771413207054138,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_HEALTHCARE_0022_sentiment.json
APPTEK_TELECOMMUNICATIONS_0011,telecommunications,telecom,female,en-IN,631.712,60.0,Negative,sadness,0.986156998667866,0.002436553593724966,0.17964309165254236,0.5270288586616516,0.44545289874076843,0.010340075008571148,0.39532035493575857,Medium,0.5270288586616516,Medium,True,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0011_sentiment.json
APPTEK_TELECOMMUNICATIONS_0012,telecommunications,telecom,male,en-IN,631.712,60.0,Positive,happy,0.18223399203270674,0.005698934197425842,0.04222603440284729,0.0667300820350647,0.09701668471097946,0.18919333815574646,0.2645015714950326,Low,0.6285727620124817,Medium,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0012_sentiment.json
APPTEK_TELECOMMUNICATIONS_0013,telecommunications,telecom,female,en-IN,646.176,60.0,Negative,sadness,0.9821131532080472,0.0023476029746234417,0.02603533985093236,0.9068377017974854,0.06156694516539574,0.016152285039424896,0.4153670221349603,Medium,0.9068377017974854,High,False,model_v5_cremad_ravdess_freeze6_epochs5_lr1e5,outputs/apptek/sentiment_results/APPTEK_TELECOMMUNICATIONS_0013_sentiment.json
